RMS_X,RMS_Y,RMS_Z,PP_X,PP_Y,PP_Z,KURTOSIS_X,KURTOSIS_Y,KURTOSIS_Z,F1_X,F1_Y,F1_Z,M1_X,M1_Y,M1_Z,F2_X,F2_Y,F2_Z,M2_X,M2_Y,M2_Z,F3_X,F3_Y,F3_Z,M3_X,M3_Y,M3_Z,F4_X,F4_Y,F4_Z,M4_X,M4_Y,M4_Z,F5_X,F5_Y,F5_Z,M5_X,M5_Y,M5_Z,F6_X,F6_Y,F6_Z,M6_X,M6_Y,M6_Z,F7_X,F7_Y,F7_Z,M7_X,M7_Y,M7_Z,F8_X,F8_Y,F8_Z,M8_X,M8_Y,M8_Z,Label
1.53,1.24,3.08,6.83,6.63,14.04,-1.04,-0.59,-1.09,28,119,28,-3.94,-8.29,2.36,57,57,57,-15.69,-14.9,-15.05,322,28,23,-20.83,-17.42,-19.9,119,22,119,-23.83,-20.23,-21.87,357,143,143,-26.94,-22.27,-23.45,350,127,299,-28.19,-22.87,-23.48,52,147,385,-28.19,-23.46,-24.95,292,123,357,-28.41,-23.66,-26.59,5
0.71,1.06,3.13,4.52,6.41,12.83,0.31,-0.19,-1.22,318,119,28,-5.16,-11.53,3.09,321,57,57,-6.82,-16.97,-15.58,351,145,299,-9.54,-19.17,-24.3,347,131,401,-10.45,-21.38,-24.73,345,21,147,-10.51,-22.18,-24.78,119,141,328,-11.29,-22.22,-25.46,292,28,405,-12.88,-22.92,-25.84,357,133,86,-14.1,-23.23,-26.42,5
0.78,1.2,2.99,4.74,6.72,11.49,0.13,-0.3,-1.29,318,119,28,-7.41,-9.18,2.55,321,132,57,-8.89,-13.42,-16.79,345,22,141,-10.39,-15,-22.49,119,57,119,-10.57,-15.67,-22.55,347,141,132,-11.68,-20.64,-23.98,337,139,86,-12.68,-20.68,-25.42,132,28,139,-12.97,-21.91,-26.34,350,52,144,-13.4,-24.09,-26.54,5
1.57,1.21,3.01,6.38,6.25,12.6,-1.17,-0.35,-1.28,28,119,28,-3.78,-8.33,2.18,57,141,57,-17.07,-14.16,-16.86,318,57,141,-21.2,-15.77,-18.75,321,28,24,-22.33,-15.96,-20.6,119,147,145,-23.68,-21,-21.34,294,132,119,-26.14,-22.7,-22.63,347,350,299,-26.74,-26.87,-23.68,351,299,44,-26.93,-27.86,-24.19,5
1.5,1.14,2.95,6.82,6.66,11.24,-1.11,-0.44,-1.24,28,119,28,-4.04,-8.87,2.23,57,57,57,-15.88,-15.82,-16.53,321,132,23,-21.62,-16.9,-19.16,119,148,148,-25.05,-18.4,-21.18,318,28,119,-25.44,-18.68,-21.5,350,139,299,-26.51,-20.11,-21.69,307,143,141,-26.86,-21.38,-24.73,345,21,350,-27.13,-25.51,-25.59,5
1.54,1.19,3.12,7.11,6.72,12.76,-0.96,-0.34,-1.2,28,119,28,-3.89,-9.01,2.68,57,57,57,-15.22,-14.56,-14.77,318,129,299,-22.66,-15.51,-21.61,326,139,119,-23.15,-19.84,-22.07,119,28,52,-23.52,-21.25,-23.09,350,22,36,-25.31,-23.15,-24.91,334,350,143,-25.64,-26.05,-26.03,129,328,128,-28.29,-26.94,-26.04,5
1.55,1.16,2.96,6.86,5.97,11.65,-0.99,-0.43,-1.2,28,119,28,-3.94,-11.22,2.09,57,131,57,-16.81,-12.82,-16.93,318,133,23,-22.99,-15.42,-19.78,321,28,131,-24.48,-16.4,-21.39,292,21,21,-25.76,-17.6,-21.4,350,57,39,-25.85,-17.63,-23.12,39,141,119,-26.99,-19.29,-23.42,49,148,405,-27.03,-20.35,-24.08,5
0.78,1.26,3.03,5.37,6.79,11.86,0.2,-0.49,-1.24,318,119,28,-4.65,-7.88,2.59,119,132,57,-8.49,-14.7,-19.47,347,21,143,-11.42,-14.75,-21.02,144,143,119,-13.05,-16.64,-21.3,132,57,132,-13.05,-18.56,-22.57,261,28,299,-13.18,-20.34,-22.81,351,148,385,-13.45,-24.97,-28.15,336,150,87,-14.89,-27.06,-28.23,5
0.74,1.15,2.87,4.25,5.88,12.28,-0.29,-0.68,-1.21,318,119,28,-5.69,-9.38,1.98,345,57,57,-8.16,-15.27,-15.93,321,132,118,-8.54,-15.44,-23.25,347,28,328,-9.49,-17.3,-24.82,336,21,36,-11.26,-19.87,-25.3,351,128,141,-11.41,-20.53,-25.49,119,140,131,-11.87,-20.88,-25.82,287,148,405,-14.54,-24.24,-26.42,5
0.77,1.19,3.02,5,5.96,11.78,-0.06,-0.58,-1.25,318,119,28,-4.46,-9.28,2.43,350,57,57,-10.48,-14.47,-13.94,343,131,299,-11.46,-17.31,-22.65,325,139,119,-12.29,-18.26,-24.23,119,22,42,-12.59,-22.28,-24.73,105,144,139,-13.16,-22.82,-25.24,287,28,385,-13.99,-22.98,-25.42,145,44,22,-14.76,-25.76,-25.94,5
1.54,1.24,2.96,6.84,6.35,11.95,-1,-0.63,-1.3,28,119,28,-3.78,-8.22,2.56,57,57,57,-15.98,-15.61,-15.81,318,21,299,-21.39,-16.03,-21.11,321,131,119,-23.24,-18.05,-22.78,119,28,147,-24.4,-21.58,-26.02,343,144,405,-25.18,-22.3,-26.24,313,147,86,-25.89,-24.06,-26.59,32,39,294,-26.49,-25.15,-28.12,5
0.76,1.03,2.97,4.94,6,12.19,-0.06,-0.27,-1.25,318,119,28,-4.76,-10.48,2.51,322,21,57,-6.09,-14.85,-17.97,351,57,141,-8.9,-16.56,-21.82,292,137,137,-11.85,-16.96,-22.71,119,28,119,-12.68,-18.27,-23.37,357,128,328,-13.29,-19.09,-24.01,336,141,405,-13.69,-19.47,-24.24,326,114,86,-14.38,-23.78,-24.6,5
1.53,1.14,3.1,6.55,6.34,13.15,-1.08,-0.47,-1.22,28,119,28,-4.05,-9.17,2.71,57,57,57,-15.65,-17.05,-15.13,318,141,143,-21.28,-17.25,-21.3,119,28,119,-24.3,-18.43,-21.98,39,128,148,-25.07,-19.48,-23.46,51,147,51,-25.46,-20.18,-23.82,345,136,34,-26,-21.91,-23.88,47,51,328,-28.52,-22.77,-23.92,5
1.5,1.09,2.9,6.79,5.98,11.6,-1.03,-0.46,-1.27,28,119,28,-4.41,-10.96,1.95,57,57,57,-15.81,-14.26,-15.44,318,28,24,-20.92,-16.52,-22.35,328,22,145,-23.48,-18.17,-22.83,321,133,35,-23.6,-18.35,-23.67,49,139,118,-24.45,-21.16,-23.91,119,145,133,-26.37,-22.49,-25.93,350,141,139,-26.89,-23.29,-25.95,5
0.76,1.09,3.16,4.62,6.62,12.26,0.18,-0.48,-1.23,318,119,28,-4.97,-10.43,3.13,118,57,57,-10.05,-16.53,-17.13,351,28,22,-11.12,-16.77,-17.63,339,133,119,-11.85,-16.81,-24.25,345,147,328,-13.33,-20.83,-24.28,261,129,148,-13.55,-21.3,-25.36,294,139,405,-14.62,-24.95,-25.39,328,299,52,-15.27,-25.94,-25.4,5
1.51,1.32,2.98,6.57,6.94,13.32,-1.05,-0.64,-1.22,28,119,28,-4.17,-7.56,2.34,57,57,57,-16.13,-15.74,-15.66,318,22,119,-21.83,-16.11,-19.75,119,133,148,-22.19,-16.33,-20.13,321,148,299,-22.49,-17.63,-23.37,345,139,44,-27.86,-18.96,-25.39,325,141,139,-27.93,-21.61,-25.66,350,28,409,-28.39,-22.36,-26.19,5
1.46,1.08,2.97,7,6.07,11.98,-1,-0.49,-1.24,28,119,28,-4.47,-10.12,2.26,57,57,57,-16.87,-16.05,-17.35,321,141,141,-22.6,-16.26,-20.84,324,28,24,-23.7,-17.5,-21.82,316,21,119,-24.84,-17.85,-22.99,345,129,40,-24.9,-20.13,-24.9,48,136,300,-25.97,-22.98,-25.13,119,145,385,-27.32,-24.28,-25.39,5
1.53,1.09,2.9,6.75,5.82,12.28,-0.96,-0.5,-1.15,28,119,28,-4.33,-9.11,1.58,57,57,57,-17.44,-15.62,-16.61,318,28,141,-22.73,-16.29,-21.61,321,141,32,-22.83,-16.99,-22.07,119,21,119,-24.44,-18.48,-22.93,292,129,299,-25.39,-23.05,-23.08,337,299,350,-25.55,-24.14,-26.53,350,124,408,-26.1,-26.96,-27.28,5
0.67,1.07,3.07,4.3,6.81,12.86,0.1,-0.36,-1.26,318,119,28,-6.91,-10.11,2.63,321,57,57,-8.26,-16.88,-17.13,119,28,119,-9.78,-18.51,-21.75,345,143,143,-10.43,-20.54,-22.56,350,22,35,-13.06,-20.66,-23.38,101,129,404,-13.83,-21.46,-23.79,132,136,299,-14.11,-21.93,-25.39,336,127,23,-14.13,-24.64,-26.29,5
0.78,1.05,3.1,4.66,5.52,12.74,0,-0.54,-1.26,318,119,28,-4.77,-9.93,2.89,119,129,57,-9.31,-17.38,-17.48,328,57,141,-9.63,-17.39,-23.18,349,141,119,-10.32,-18.26,-23.28,294,28,299,-12.06,-18.71,-24.13,345,145,405,-12.69,-21.11,-24.95,110,135,347,-14.97,-21.89,-26.09,332,26,294,-15.45,-22.18,-26.14,5
1.57,1.21,3.18,6.81,5.76,12.3,-1.09,-0.72,-1.34,28,119,28,-3.8,-7.87,2.99,57,28,57,-16.32,-17.04,-16.95,318,131,119,-21.29,-17.25,-21.53,119,57,24,-23.95,-17.5,-21.77,321,139,38,-24.73,-20.6,-23.47,47,22,53,-26.75,-21.3,-25.46,34,148,131,-27.3,-21.88,-25.51,350,144,405,-27.36,-22.01,-26.5,5
1.56,1.09,2.98,9.09,6.21,13.93,-0.58,-0.38,-1.04,28,119,28,-4.17,-10.33,2.01,57,21,57,-15.46,-16.01,-16.33,318,57,141,-20.42,-16.97,-20.39,349,141,38,-25.05,-17.48,-22.03,119,28,53,-26.46,-19.27,-23.32,261,131,405,-26.96,-21.04,-23.95,290,127,347,-27.63,-21.53,-24.79,32,114,119,-27.71,-23.4,-25.48,5
0.67,1.22,3.18,4.55,6.76,12.8,0.33,-0.33,-1.2,318,119,28,-6.15,-9.68,2.78,321,57,57,-8.24,-14.34,-14.56,119,22,141,-11.05,-15.81,-20.06,350,139,119,-11.88,-15.84,-22.76,292,131,299,-12.32,-16.82,-22.79,357,133,131,-12.56,-21.17,-23.5,108,147,23,-15.16,-21.45,-23.84,336,30,44,-15.27,-22.23,-24.03,5
0.65,1.06,3.1,4.43,5.89,12.03,0.19,-0.29,-1.26,318,119,28,-7.65,-10.35,2.88,322,132,57,-9.83,-16.71,-19.97,119,57,118,-10.25,-18.73,-23.55,345,28,147,-13.72,-19.97,-23.91,347,136,51,-14.62,-20.07,-25,351,23,132,-14.62,-23.19,-25.35,336,148,47,-15.77,-23.58,-25.46,286,143,44,-16.47,-24.04,-26.76,5
1.51,1.08,2.97,7.36,5.42,11.77,-1.08,-0.57,-1.26,28,119,28,-3.85,-10.18,2.46,57,132,57,-16.21,-15.52,-16.14,318,57,299,-19.98,-16.25,-22.87,347,22,118,-25.13,-18.68,-24.5,118,137,405,-26.07,-20.79,-25.29,38,145,36,-26.49,-22.51,-25.51,292,143,132,-27.18,-23.13,-25.72,287,347,141,-27.7,-24.52,-26.3,5
0.79,1.2,3.04,5.09,6.59,12.1,0.12,-0.57,-1.31,318,119,28,-5.52,-8.11,2.58,292,139,57,-9.54,-15.66,-17.21,119,57,24,-10.03,-16.42,-19.72,316,28,119,-10.7,-17.57,-20.3,345,22,139,-12.03,-18.37,-21.43,328,148,143,-12.18,-21.41,-23.31,351,124,299,-13.22,-23.62,-23.53,261,345,148,-13.36,-26.83,-24.93,5
0.74,1.11,2.97,5.12,5.88,11.85,0.48,-0.46,-1.23,318,119,28,-5.48,-9.24,2.2,119,22,57,-9.32,-15.63,-18.65,321,143,143,-9.82,-17.23,-20.44,347,57,119,-11.04,-18.66,-22.93,292,131,299,-11.78,-20.07,-24.5,357,28,40,-12.86,-20.45,-25.11,287,55,405,-13.38,-23.93,-25.54,326,148,385,-13.59,-24.83,-25.69,5
0.7,1.22,3.16,4.8,6.84,13.38,0.3,-0.18,-1.22,318,119,28,-5.67,-9.18,2.76,321,132,57,-8.64,-12.64,-17.21,350,21,23,-10.52,-14.59,-17.86,345,141,141,-11.94,-16.15,-19.88,119,28,131,-13.06,-18,-21.27,292,57,119,-14.3,-19.08,-21.73,133,148,328,-14.98,-21.13,-24.5,328,347,148,-15.65,-27.8,-25.11,5
0.69,1.17,3.01,4.02,7.48,11.84,-0.27,0.09,-1.24,318,119,28,-6.25,-10.25,2.24,321,133,57,-7.83,-15.3,-15.94,119,57,22,-8.22,-16.23,-18.12,347,143,143,-10.23,-16.4,-20.62,345,28,119,-10.45,-19.86,-24.02,350,127,86,-12.91,-20.09,-24.46,292,21,292,-14.46,-23.14,-24.6,144,47,147,-14.87,-23.85,-24.68,5
0.7,1.12,2.98,4.67,7,12.55,0.11,-0.13,-1.16,320,119,28,-4.25,-10.35,2.1,119,57,21,-10.06,-15.49,-14.86,350,133,57,-12.09,-17.21,-15.9,345,141,141,-13.35,-19.31,-22.2,326,28,119,-13.54,-19.76,-23.81,287,61,52,-13.64,-19.85,-24.79,291,21,34,-13.95,-20.49,-25.74,385,128,145,-15.47,-20.98,-26.32,5
1.51,1.36,3.11,6.88,8.29,12.65,-1.06,-0.13,-1.3,28,119,28,-4.06,-8.49,2.71,57,131,57,-15.82,-14.33,-15.86,318,57,22,-21.56,-15.91,-20.67,321,141,143,-24.2,-16.46,-20.72,47,21,24,-24.26,-19.72,-21.03,119,145,119,-24.86,-22.38,-22.68,330,28,299,-26.26,-25.09,-23.72,347,112,86,-27.62,-26.34,-23.92,5
1.54,1.09,2.99,6.48,6.04,11.5,-1.11,-0.31,-1.27,28,119,28,-3.78,-9.6,2.27,57,57,57,-16.62,-15.84,-16.92,318,147,147,-20.31,-16.61,-19.99,324,131,119,-25.37,-21.13,-21.56,119,140,47,-25.85,-21.21,-24.71,48,28,328,-26.88,-21.39,-24.72,349,126,405,-28,-26.27,-25.55,357,51,299,-29.1,-26.57,-25.71,5
0.75,1.2,0.81,5.02,7.09,4.99,0.25,-0.41,0.12,318,119,405,-2.79,-9.6,-6.88,321,28,409,-6.31,-15.54,-8.54,119,57,119,-10.19,-15.57,-9.2,350,21,141,-10.99,-16.52,-9.83,290,135,357,-11.39,-17.87,-11.05,347,139,292,-11.56,-18.29,-11.07,292,147,347,-11.76,-19.82,-11.32,357,131,124,-12.77,-21.55,-11.44,5
0.77,1.1,3.04,5.03,5.76,13.02,-0.06,-0.52,-1.2,318,119,28,-3.67,-9.81,2.28,351,21,57,-10.31,-15.01,-15.43,118,132,23,-12.67,-16.08,-19.34,294,141,145,-12.83,-17.21,-20.08,347,57,119,-13.15,-17.41,-22.97,325,136,402,-13.39,-22.75,-24.06,307,28,35,-13.66,-22.94,-24.27,261,26,328,-13.7,-24.1,-24.84,5
0.77,1.13,2.67,4.95,6.02,11.59,0.1,-0.39,-1.2,318,119,28,-4.75,-10.12,1.05,321,57,57,-5.75,-16.14,-15.26,350,129,141,-8.7,-16.98,-20.17,119,28,144,-10.43,-17.25,-20.54,345,141,299,-11.34,-17.94,-22.13,141,144,119,-12.33,-21.84,-22.83,305,22,22,-13.74,-22.23,-24.86,110,148,401,-14.59,-24.66,-25.32,5
0.79,1.29,3.11,5.71,6.33,13.29,0.46,-0.57,-1.24,318,119,28,-3.35,-7.88,2.77,292,57,57,-9.77,-14.01,-16.57,350,133,22,-10.31,-16.49,-18.98,119,22,119,-11.34,-18.87,-21.1,326,28,141,-11.6,-20.01,-23.74,385,141,147,-14.47,-22.26,-25.85,127,145,299,-14.72,-22.71,-26.08,357,136,131,-15.12,-23.39,-26.53,5
1.57,1.1,2.99,6.98,5.91,11.49,-1.06,-0.58,-1.28,28,119,28,-3.61,-9.46,2.62,57,57,57,-16.2,-14.39,-14.8,318,143,143,-20.2,-18.69,-20.4,119,21,119,-24.68,-19.17,-22.38,326,132,405,-25.76,-20.73,-22.99,350,136,299,-26.57,-21.35,-24.7,345,145,86,-28.2,-22.23,-25.24,287,124,38,-28.46,-24.35,-26.01,5
1.66,1.15,3.22,8.15,5.94,13.04,-0.89,-0.6,-1.32,28,119,28,-3.66,-8.93,2.79,57,57,57,-15.49,-16.22,-17.32,318,30,34,-20.75,-19.32,-21.15,119,147,21,-24.42,-21.01,-21.59,350,141,299,-24.59,-21.34,-22.57,328,114,119,-26.05,-21.74,-22.62,292,21,148,-27.8,-23.02,-24.7,288,51,405,-27.86,-24.01,-25.15,5
0.68,1.03,3,4.56,5.44,12.14,-0.07,-0.56,-1.25,318,119,28,-7.34,-9.85,2.54,322,22,57,-8.49,-15.87,-18.44,345,57,23,-10.56,-18.7,-19.8,347,141,119,-11.05,-20.08,-22.09,118,148,145,-12.46,-20.78,-23.15,337,28,299,-12.51,-23.17,-24.99,351,128,148,-14.58,-23.23,-25.1,290,131,357,-16.03,-25.14,-25.42,5
0.75,1.09,2.93,5.87,5.98,11.98,0.8,-0.42,-1.26,318,119,28,-4.08,-10.39,2.39,347,131,57,-8.8,-13.84,-16.04,119,57,119,-10.31,-16.02,-23.07,133,28,144,-10.91,-17.46,-23.85,345,26,405,-11.72,-20.46,-23.9,292,141,299,-12.13,-23.98,-24.16,351,38,131,-13.96,-25.33,-24.64,336,40,34,-14.2,-25.43,-24.65,5
1.51,1.21,3.07,7.42,6.11,12.12,-1.02,-0.73,-1.31,28,119,28,-3.95,-8.13,2.67,57,57,57,-16.12,-17.13,-16.39,321,28,119,-20.17,-19.12,-20.97,318,137,147,-21.17,-19.33,-21.36,119,147,22,-23.97,-20.18,-22.5,294,141,405,-25.3,-22.74,-23.45,347,22,299,-25.65,-23.08,-24.92,351,129,86,-26.38,-23.34,-26.08,5
1.54,1.13,3.06,7.03,5.96,12.64,-0.99,-0.46,-1.22,28,119,28,-3.94,-9.25,2.14,57,57,57,-16.68,-14.91,-15.87,22,38,34,-23.39,-19.68,-18.08,322,140,148,-24.59,-19.97,-22.68,45,22,119,-24.94,-19.98,-23.07,119,132,44,-26.29,-21.01,-23.48,316,24,48,-26.39,-21.12,-24.38,336,28,70,-26.58,-21.35,-25.18,5
0.81,1.15,3.11,5.85,6.73,12.87,0.5,-0.48,-1.26,318,119,28,-4.4,-9.36,2.82,119,57,57,-8.49,-15.3,-16.82,328,133,299,-9.67,-17.17,-22.41,339,139,145,-11.7,-19.1,-23.13,294,28,405,-14.09,-22.32,-23.53,349,145,119,-14.26,-22.56,-24.18,307,21,32,-14.8,-22.82,-26.14,351,129,35,-15.91,-23.06,-26.3,5
0.79,1.13,2.8,5.07,6.2,10.83,-0.13,-0.39,-1.25,318,119,28,-5,-9.06,1.99,322,57,57,-9.51,-15.7,-16.45,119,141,141,-10.09,-16.22,-20.8,349,28,47,-10.35,-17.18,-22.49,291,131,119,-10.93,-20.05,-23,343,135,21,-12.79,-21.49,-23.21,132,147,299,-13.7,-22.74,-23.39,297,21,404,-13.77,-23.29,-24.76,5
0.75,1.16,3.03,4.14,6.22,11.21,-0.26,-0.46,-1.32,318,119,28,-5.6,-9.45,2.51,345,57,57,-11.23,-14.5,-17.48,350,132,24,-11.42,-16.09,-20.4,119,148,55,-11.53,-19.82,-22.49,336,28,119,-12.01,-19.99,-22.74,292,137,328,-12.31,-20.61,-23.37,287,87,148,-13.74,-25.53,-23.46,357,318,132,-15.03,-26.24,-25.15,5
0.71,1.27,3.08,4.59,7.19,13.58,0.27,-0.49,-1.18,318,119,28,-4.58,-8.03,2.74,119,57,57,-8.74,-13.52,-14.21,291,141,119,-10.1,-16.77,-20.95,350,133,141,-10.72,-16.78,-21.17,357,28,52,-12.75,-19.46,-21.22,345,129,299,-13.34,-20.47,-21.31,336,21,144,-13.46,-20.7,-22.44,316,147,385,-13.89,-21.74,-24.61,5
0.7,0.98,2.95,4.2,5.87,11.61,-0.16,-0.29,-1.31,318,119,28,-4.47,-11.08,2.32,321,57,57,-8.09,-16.11,-15.55,343,21,21,-11.96,-16.43,-18.04,350,28,144,-12.41,-18.88,-22,326,131,119,-12.62,-19.03,-24.76,357,139,351,-14.82,-19.67,-24.86,385,350,328,-15.5,-25.69,-25.55,339,299,52,-15.87,-26.33,-25.97,5
1.49,1.16,3.03,6.59,6.7,12.08,-0.96,-0.43,-1.23,28,119,28,-3.91,-8.74,2.78,57,57,57,-15.69,-15.15,-17.12,318,21,23,-21.55,-16.2,-20.5,350,145,119,-23.85,-18.15,-21.05,119,139,52,-24.72,-19.59,-23.35,300,28,148,-27.8,-21.5,-23.57,292,129,350,-28.25,-22.33,-24.52,342,350,292,-28.33,-24.67,-24.76,5
1.51,1.09,3.1,6.94,5.77,11.96,-0.98,-0.73,-1.27,28,119,28,-4.19,-8.81,2.55,57,21,57,-15.9,-13.78,-16.45,321,57,119,-23.92,-15.77,-22.05,318,147,148,-24.02,-18.32,-22.33,119,28,299,-25.16,-19.43,-24.85,349,299,44,-26.33,-25.39,-26.16,336,61,405,-26.56,-26.01,-26.17,21,136,86,-27.3,-26.07,-26.56,5
0.7,1.11,2.82,5.07,5.96,12.38,0.27,-0.28,-1.15,318,119,28,-6.22,-9.66,1.69,118,57,57,-10.59,-13.55,-16.03,337,28,38,-12.86,-15.78,-20.7,347,128,299,-13.19,-19.4,-22.92,328,147,141,-13.31,-21.2,-24.06,342,136,48,-13.32,-23.01,-24.5,292,141,119,-13.92,-24.13,-24.85,139,114,145,-15.04,-24.27,-25.53,5
1.55,1.25,3.07,6.49,6.6,12.33,-1.06,-0.64,-1.22,28,119,28,-3.81,-8.06,2.74,57,57,57,-15.86,-14.86,-15.48,318,132,119,-22.01,-15.03,-21.37,321,28,144,-22.8,-16.29,-22.45,119,144,23,-23.71,-19.87,-22.94,22,140,299,-24.94,-21.5,-23.08,339,129,52,-26.04,-22.1,-23.7,307,47,45,-26.16,-24.79,-24.45,5
1.54,1.04,2.87,7.17,6.59,11.78,-0.94,-0.23,-1.23,28,119,28,-4.01,-10.88,1.84,57,57,57,-14.84,-15.02,-14.77,318,141,119,-20.39,-19.18,-22.52,322,129,141,-22.57,-19.53,-22.59,119,145,21,-26.79,-19.59,-23.65,51,28,145,-27.03,-20.17,-23.78,43,21,405,-27.84,-23.74,-25.06,328,318,328,-28.29,-26.09,-25.31,5
1.54,1.2,3.09,7.67,7.18,12.32,-0.91,-0.21,-1.33,28,119,28,-3.85,-9.2,2.94,57,57,57,-17.26,-13.47,-16.13,318,133,119,-20.6,-15.15,-22.2,119,139,139,-24.45,-17.02,-23.65,52,22,35,-25.37,-17.67,-24.13,345,28,21,-25.43,-19.28,-24.14,292,144,45,-26.36,-19.74,-24.88,48,148,133,-26.54,-22.53,-25.43,5
0.77,1.19,2.95,4.9,6.75,12.4,-0.08,-0.42,-1.2,318,119,28,-5.23,-9.39,2.41,321,57,57,-9.35,-13.89,-15.89,350,141,141,-10.33,-17.77,-21.6,118,21,148,-10.98,-17.91,-21.92,336,148,299,-13.04,-18.53,-22.52,332,28,119,-14.31,-19.13,-23.3,106,135,408,-14.48,-20.97,-24.18,287,132,21,-14.49,-21.43,-25.07,5
0.71,1.08,2.97,4.14,5.57,13.37,-0.21,-0.57,-1.12,318,119,28,-4.56,-9.56,2.16,322,21,57,-8.97,-15.79,-18,119,28,119,-12.12,-16.94,-22.47,351,133,144,-13.34,-18.08,-22.77,292,57,328,-14.06,-18.74,-22.88,345,141,22,-14.47,-19.4,-23.02,133,131,45,-14.49,-19.83,-26.47,336,299,402,-14.49,-25.58,-26.52,5
0.71,1.21,3.05,3.88,6.57,13.05,-0.23,-0.52,-1.23,318,119,28,-5.67,-8.85,2.72,357,21,23,-10.73,-13.75,-17.31,325,28,57,-11.42,-16.83,-17.77,119,57,141,-11.59,-16.85,-20.8,347,141,119,-12.1,-16.93,-21.65,292,129,145,-12.91,-20.33,-23.69,336,132,52,-13.78,-20.95,-23.84,350,49,328,-14.27,-25.62,-24.78,5
1.55,1.04,2.93,6.65,5.72,11.33,-0.99,-0.26,-1.28,28,119,28,-4.11,-11.34,2.39,57,132,57,-16.28,-15.65,-17.8,318,57,21,-23.67,-17.48,-22.24,322,147,32,-25.27,-19.65,-22.7,297,21,148,-26.27,-20.39,-22.83,45,28,299,-26.72,-22.19,-24.09,51,141,119,-26.79,-24.73,-24.16,119,328,132,-27.13,-27.52,-25.2,5
1.58,1.2,3.23,7.42,6.19,13.86,-0.94,-0.58,-1.18,28,119,28,-3.62,-8.6,2.93,57,132,57,-14.79,-14.52,-15.53,318,57,22,-21.75,-15.55,-19.73,119,28,119,-24.62,-18.83,-21.14,47,148,405,-27.07,-21.23,-23.75,350,23,132,-27.44,-21.76,-24.13,292,21,294,-27.88,-22.74,-25.81,313,144,86,-27.99,-24.5,-25.97,5
1.52,1.16,2.94,7.26,6.37,11.85,-0.93,-0.41,-1.24,28,119,28,-4.28,-8.42,2.06,57,57,57,-15.79,-15.81,-16.46,318,28,22,-22.91,-16.29,-20.14,119,21,119,-23.11,-17.18,-20.88,347,141,299,-27.97,-18.98,-22.37,35,139,141,-28.55,-20.24,-23.14,303,133,147,-28.73,-21.28,-23.51,292,147,35,-29.22,-21.76,-23.58,5
0.72,1.13,2.67,4.47,6.07,11.28,-0.05,-0.51,-1.16,318,119,28,-5.93,-9.27,1.11,321,28,57,-6.72,-14.43,-16.08,119,21,299,-8.67,-15.12,-23.85,345,57,119,-10.9,-18.12,-23.85,292,143,141,-13.66,-19.14,-23.93,347,148,23,-13.69,-21.55,-25.56,350,133,350,-14.18,-22.03,-25.9,145,131,86,-15.21,-22.04,-26.38,5
1.54,1.18,3.03,7.03,6.67,12.74,-0.92,-0.39,-1.23,28,119,28,-3.74,-9.16,2.79,57,131,57,-15.45,-13.88,-17.13,318,21,119,-21.58,-14.75,-22.44,321,57,148,-21.82,-15.59,-23.5,23,147,143,-23.64,-19.03,-24.53,119,28,131,-25.5,-20.07,-24.62,333,143,409,-26.06,-21.88,-27.35,329,299,385,-26.3,-24.97,-27.61,5
0.8,1.01,3.06,5.27,6.39,11.4,-0.02,-0.26,-1.29,320,119,28,-5.84,-11.14,2.42,119,57,57,-9.96,-15.73,-16.51,351,22,147,-11.6,-16.86,-21.14,342,133,299,-12.34,-17.26,-23.98,290,28,141,-12.45,-18.83,-24.22,334,147,133,-15.25,-18.99,-26.08,338,141,400,-15.69,-21.63,-26.21,385,126,119,-15.78,-23.97,-26.22,5
1.57,1.2,3.01,7.4,6.19,12.55,-0.94,-0.74,-1.23,28,119,28,-3.89,-8.32,2.23,57,57,57,-15.92,-15.59,-14.7,119,132,24,-23.35,-15.61,-19.88,321,22,119,-23.73,-17.3,-21.43,292,145,35,-24.22,-21.13,-24.31,341,141,350,-27.09,-21.72,-25.25,47,137,129,-27.44,-21.98,-25.32,350,30,299,-27.96,-23.17,-25.55,5
0.79,1.09,2.93,5.45,6.33,12.27,0.4,-0.46,-1.16,322,119,28,-5.75,-9.51,2.36,318,57,24,-5.96,-17.23,-17.72,350,133,57,-8.53,-19.14,-17.9,119,28,141,-10.04,-19.78,-23.04,292,141,145,-11.99,-20.13,-23.52,328,145,119,-12.65,-21.86,-23.63,132,21,299,-13.7,-21.95,-25.08,345,124,385,-13.98,-23.61,-25.41,5
1.61,1.19,2.96,8.39,6.54,13.12,-0.98,-0.52,-1.21,28,119,28,-3.41,-9.11,2.32,57,21,57,-17.66,-11.53,-16.46,318,129,119,-21.82,-14.96,-22.27,321,57,129,-23.17,-16.11,-23.81,350,28,405,-24.93,-17.49,-24.24,119,147,86,-25.27,-22.09,-24.92,45,135,299,-25.31,-22.82,-24.94,297,139,292,-25.78,-24.13,-25.22,5
